"","Gene","adjpval"
"686","P51649",0.214050770370297
"687","P08579",0.219674385099113
"688","P11586",0.219674385099113
"689","Q9NRM0",0.219674385099113
"690","P28331",0.221186359696486
"691","P46100",0.223648981829696
"692","P02765",0.224169023384151
"693","P33908",0.225342898026714
"694","P00352",0.22600677072814
"695","O60884",0.227086637539532
"696","O00308",0.22887064639573
"697","Q99523",0.231149517709659
"698","P16671",0.231149517709659
"699","O95394",0.234298018435491
"700","P30825",0.234298018435491
"701","Q09328",0.234467109913233
"702","O15269",0.23451227349996
"703","Q15437",0.23451227349996
"704","Q5ZPR3",0.234973349610463
"705","Q15262",0.239501106518321
"706","O00151",0.240269435028995
"707","P80370",0.240269435028995
"708","P28838",0.242443209675206
"709","O15417",0.24362990010847
"710","P25440",0.24362990010847
"711","Q5JPH6",0.244145390610484
"712","Q9UBM7",0.244145390610484
"713","P30405",0.244525812022148
"714","O43719",0.244619115263732
"715","sp",0.245716490938346
"716","Q6NYC1",0.246819550394183
"717","P50454",0.249235819190665
"718","Q92673",0.249847305662526
"719","P36542",0.250138376556603
"720","P39687",0.250138376556603
"721","P27487",0.250138376556603
"722","P51795",0.250366676631612
"723","P07996",0.255066211180616
"724","Q8NE01",0.255066211180616
"725","P55157",0.257273436410236
"726","P15151",0.257273436410236
"727","Q99808",0.258116986459379
"728","P15907",0.258484759543555
"729","Q8IX12",0.263292606073889
"730","Q14534",0.265337044227932
"731","P19022",0.267561546350495
"732","P00558",0.270963318992221
"733","Q7Z4W1",0.271166921258754
"734","P35237",0.271166921258754
"735","O75131",0.272910992173978
"736","P08195",0.273228524650301
"737","P05141; P12236",0.273777232919571
"738","P27708",0.274585525834315
"739","Q16836",0.27478739290839
"740","Q9Y6E2",0.27478739290839
"741","O60701",0.275392418691542
"742","Q9NY35",0.275503017858395
"743","O76031",0.275503017858395
"744","P20674",0.275503017858395
"745","P29966",0.275503017858395
"746","Q9HD33",0.276954518555407
"747","Q8NC54",0.277554649613308
"748","P23284",0.278614957855109
"749","P09429",0.281009055040828
"750","P31431",0.281393093048493
"751","Q92541",0.282969449961253
"752","O95490",0.282969449961253
"753","Q16563",0.283684764741899
"754","Q14108",0.284233147857973
"755","Q8NI27",0.285092639749421
"756","P62277",0.285092639749421
"757","P50395",0.286356977016127
"758","P49327",0.28650912605496
"759","Q9NX58",0.286933841467542
"760","P48735",0.28827369156914
"761","Q15424",0.288505141345837
"762","P46778",0.289450802905129
"763","P78371",0.290152490894602
"764","Q9UIW2",0.293970112762191
"765","Q13724",0.295345068564114
"766","O15438",0.295348386001696
"767","P63218",0.295387306564574
"768","Q14847",0.296777956893186
"769","Q14978",0.296777956893186
"770","Q86YT5",0.296777956893186
"771","P0C0L4; P0C0L5",0.297210241131122
"772","Q7L576",0.298038308313425
"773","P11766",0.299815448979879
"774","Q8IWB7",0.299890580931417
"775","P48449",0.302252623554611
"776","Q03252",0.302804038493827
"777","Q06481",0.305773240497347
"778","Q13011",0.309403067491764
"779","Q10589",0.309791449975045
"780","P11172",0.313932002921047
"781","O75494",0.314269242916959
"782","P61204; P84077",0.314802253274626
"783","Q8WTV0",0.315155041927956
"784","P61956",0.316436755210776
"785","Q86WC4",0.316647248760253
"786","Q9NTK5",0.321413851608654
"787","Q12767",0.323264019498627
"788","P0DMN0",0.324341428338742
"789","Q08380",0.3250978491245
"790","O95716; P61224",0.325247514881881
"791","P05362",0.325763227845554
"792","P04899",0.326900163135742
"793","Q9Y5B9",0.32727791101604
"794","P37268",0.32787784371774
"795","O75439",0.328742760070072
"796","Q13813",0.330001733716475
"797","P63244",0.330001733716475
"798","Q8WVC0",0.331311965773372
"799","Q14697",0.333308262453469
"800","Q5T3U5",0.334009632399446
"801","P11279",0.336219815199768
"802","Q8WWC4",0.336219815199768
"803","Q13428",0.336219815199768
"804","P16930",0.337156960805201
"805","P32754",0.338746961709803
"806","P58107",0.34283188240336
"807","Q92545",0.343583211074777
"808","Q15287",0.343583211074777
"809","P06576",0.343583211074777
"810","P35052",0.346050036088454
"811","P07108",0.346050036088454
"812","P43121",0.347036137878175
"813","Q9H8H2",0.348198742314505
"814","Q8IXB1",0.348198742314505
"815","O00148; Q13838",0.35115113286893
"816","O43681",0.351822795872767
"817","P62753",0.351837193820288
"818","P08754",0.352101720124173
"819","Q01130",0.354798741391466
"820","P52569",0.354891397514218
"821","Q9NQ84",0.357553073376129
"822","O43175",0.358780563225006
"823","P78423",0.35980383817135
"824","O95573",0.360858009239032
"825","Q8WXA9",0.361796038012695
"826","P62491; Q15907",0.361929819092001
"827","Q15286",0.362030857722449
"828","P11021",0.364927124554822
"829","O43684",0.36517561836759
"830","P09543",0.365522065640321
"831","O00203",0.367051583762417
"832","Q96L92",0.37597412409274
"833","P63241",0.376670405619667
"834","P51654",0.377955500629081
"835","P21964",0.377955500629081
"836","P49792",0.379729462789682
"837","P22314",0.379729462789682
"838","Q9ULU4",0.379729462789682
"839","P61020",0.381726086532383
"840","O94855",0.384057509136304
"841","P05388; Q8NHW5",0.384057509136304
"842","Q96IZ7",0.385469818214572
"843","P55263",0.385469818214572
"844","O43795",0.385564133057664
"845","P51790",0.385564133057664
"846","P18077",0.38747151876792
"847","P31040",0.388085390851009
"848","P20618",0.390476226651208
"849","P05114",0.390476226651208
"850","Q9BXS9",0.393895346607953
"851","P63220",0.394105172848952
"852","O43242",0.395122578036076
"853","Q9Y289",0.395122578036076
"854","O75751",0.396338440113793
"855","Q7Z3C6",0.396895145062653
"856","O60841",0.398326487445793
"857","P62857",0.398326487445793
"858","P53618",0.398326487445793
"859","P61026",0.398326487445793
"860","O43657",0.398326487445793
"861","Q96C23",0.398420974150384
"862","P21291",0.399458681463065
"863","Q9Y2W1",0.403997075966199
"864","O75367",0.403997075966199
"865","P35222",0.404827741108013
"866","P23919",0.404827741108013
"867","P07900",0.405781908764866
"868","Q12797",0.405781908764866
"869","O00410",0.405781908764866
"870","Q8TCT9",0.406011497831422
"871","O00159",0.406851716407579
"872","Q14247",0.407468833338549
"873","P08174",0.407468833338549
"874","P52655",0.407910518808203
"875","Q96T76",0.414369797691811
"876","P0DMV9",0.414626777029693
"877","Q01518",0.415648594556467
"878","Q15067",0.417438934029317
"879","Q9BTT0",0.417438934029317
"880","Q969L2",0.417833383126095
"881","P16401",0.418498753235176
"882","P25398",0.421305676397277
"883","Q8NBN3",0.422400153647091
"884","Q92598",0.425577003372073
"885","Q8N0V5",0.425577003372073
"886","Q17R89; Q68EM7",0.428543877250763
"887","Q8N2M8",0.429524178388645
"888","P62851",0.42974083267851
"889","P36873; P62136",0.42974083267851
"890","P43307",0.431037801200388
"891","Q96Q45",0.431306302896397
"892","P30408",0.432484365832157
"893","O14524",0.43745075066892
"894","Q15645",0.438066527800289
"895","P56381; Q5VTU8",0.438334038201993
"896","Q01581",0.438334038201993
"897","Q969Q0",0.440873229642184
"898","P23526",0.440873229642184
"899","Q6P4E1",0.440873229642184
"900","P31939",0.440873229642184
"901","Q96FW1",0.443133807262844
"902","Q9NRA2",0.443163758403975
"903","P08708",0.446271561576266
"904","Q9H7F0",0.447654310384624
"905","Q96AY3",0.451603444401976
"906","P04908; P0C0S8; P20671; Q16777; Q6FI13; Q7L7L0; Q93077; Q96KK5; Q99878; Q9BTM1",0.45168953265242
"907","P48643",0.452192939337381
"908","Q8TCT8",0.456776067695128
"909","P62244",0.45841690405631
"910","Q16850",0.460558589174702
"911","P02763",0.467487943652361
"912","P28072",0.467487943652361
"913","P26641",0.472248358359015
"914","Q6NSJ0",0.475082774805912
"915","Q9Y490",0.475082774805912
"916","O76024",0.479315051139543
"917","O14818",0.480397741668867
"918","O14647",0.480800795464062
"919","Q9NWD8",0.481815820139186
"920","P34741",0.481964871434065
"921","P40189",0.482857872399098
"922","P16949; Q93045",0.484491165246271
"923","P17858",0.48486283190943
"924","Q08170",0.485581887373518
"925","P68371",0.487191906758587
"926","P43007",0.489225432647425
"927","Q9ULC5",0.489560744272289
"928","P53621",0.489560744272289
"929","P11413",0.490129749939297
"930","P46976",0.490129749939297
"931","P17252",0.490499376309376
"932","P62745",0.491112514987014
"933","P50991",0.491112514987014
"934","P49006",0.494747982187457
"935","Q00325",0.495574240947146
"936","P60228",0.496108091932023
"937","O94880",0.496108091932023
"938","Q15029",0.496514745253243
"939","P40227",0.497106041239735
"940","Q9BY67",0.497106041239735
"941","Q08357",0.497106041239735
"942","Q99832",0.498026569085148
"943","P55786",0.49996542884147
"944","Q5T3F8",0.502846593167956
"945","P46939",0.502846593167956
"946","P21127",0.502846593167956
"947","Q8TED4",0.50294676763907
"948","P39748",0.506334072415966
"949","Q9UDR5",0.506334072415966
"950","Q9HDC9",0.506334072415966
"951","P56537",0.506334072415966
"952","O14638",0.506334072415966
"953","P60900",0.507289273070431
"954","Q96PU8",0.508508276201039
"955","P61604",0.508508276201039
"956","Q5TF39",0.508995944224195
"957","Q9UHW9",0.513328222744261
"958","Q9NP64",0.517156505686824
"959","P63000",0.525270461099174
"960","Q7Z6M4",0.525270461099174
"961","P31930",0.527169357845039
"962","Q9H773",0.533249727336916
"963","P34932",0.53337533161149
"964","Q5T9A4",0.533389837296792
"965","Q8N5F7",0.533389837296792
"966","Q9NYF8",0.539683720986796
"967","P48066",0.543716169517255
"968","P22455",0.54416877242318
"969","Q14114",0.545726591512716
"970","O43837",0.546565313438239
"971","Q6ZQN7",0.546565313438239
"972","P41732",0.547032326504132
"973","P53384",0.547032326504132
"974","Q13057",0.547144358255399
"975","P33992",0.547144358255399
"976","Q9UMS4",0.551335676056804
"977","P61106",0.551335676056804
"978","P39656",0.551773573050233
"979","P07307",0.555318002539613
"980","Q15738",0.555368883754436
"981","O60779",0.559533686766953
"982","Q99426",0.561854715678204
"983","P14550",0.561854715678204
"984","Q6UXD5",0.561854715678204
"985","Q8N370",0.561971713706477
"986","P04156",0.563646044369056
"987","Q6UX53",0.565929904197959
"988","P12814",0.56699528472978
"989","Q8WUM0",0.567636898522847
"990","O15118",0.567979177103916
"991","O60218",0.567979177103916
"992","P28827",0.568788245851503
"993","P62820",0.568788245851503
"994","Q9Y6M5",0.569269583971642
"995","P49257",0.569269583971642
"996","O15042",0.569398769045415
"997","Q15059",0.569398769045415
"998","P12955",0.5708502677872
"999","P10321",0.571615702904987
"1000","O43252",0.571615702904987
"1001","P08133",0.572024617627505
"1002","P04004",0.573544064630713
"1003","Q8NFZ8",0.573990057933991
"1004","Q9BUQ8",0.574728210675986
"1005","Q9P2B2",0.576644444129085
"1006","O75694",0.578734428086707
"1007","Q9Y3B3",0.578734428086707
"1008","P40925",0.578734428086707
"1009","P62995",0.584420623350515
"1010","P10644",0.584827874883384
"1011","Q9GZU2",0.584827874883384
"1012","P30153",0.586123142203927
"1013","Q9UPY5",0.586123142203927
"1014","O00267",0.591101981411819
"1015","P04424",0.59929951793403
"1016","Q15393",0.601281027449294
"1017","P60709; P63261",0.602267364011399
"1018","Q9NQW6",0.603074764283967
"1019","P12004",0.606078553412352
"1020","Q8N8Z6",0.606078553412352
"1021","Q15758",0.606078553412352
"1022","Q92621",0.606078553412352
"1023","Q86VR7",0.606078553412352
"1024","P21796",0.606078553412352
"1025","P07306",0.606078553412352
"1026","O95297",0.606078553412352
"1027","P01033",0.606078553412352
"1028","P48029",0.606078553412352
"1029","P69849; Q15155; Q5JPE7",0.607632360856433
"1030","Q96SL1",0.607632360856433
"1031","P07437",0.607632360856433
"1032","Q9BS26",0.609113719126342
"1033","P50502",0.61085218937177
"1034","Q9NPF0",0.61085218937177
"1035","P10412; P16402; P16403",0.612017177101744
"1036","Q9UGH3",0.613174935150062
"1037","P49368",0.613174935150062
"1038","P49720",0.613174935150062
"1039","P68431; P84243; Q16695; Q5TEC6; Q71DI3",0.614535716264047
"1040","Q8NC42",0.617349619190828
"1041","P35579",0.618062343648279
"1042","P37173",0.620859979036108
"1043","P06454",0.620859979036108
"1044","P62873",0.620859979036108
"1045","P54709",0.623710564930723
"1046","P15924",0.626833573377225
"1047","P45973",0.633238460134008
"1048","P61088; Q5JXB2",0.633421431280438
"1049","P23229",0.636260991502501
"1050","P78310",0.637506981600074
"1051","P53007",0.638156069253392
"1052","P31327",0.638156069253392
"1053","P18206",0.638156069253392
"1054","O60814; P06899; P23527; P33778; P57053; P58876; P62807; Q16778; Q5QNW6; Q8N257; Q93079; Q99877; Q99879; Q99880",0.638156069253392
"1055","Q9H0X4",0.638156069253392
"1056","P27482",0.638156069253392
"1057","Q13200",0.638156069253392
"1058","O43490",0.642860320775639
"1059","P14618",0.642860320775639
"1060","Q9BWD1",0.642860320775639
"1061","P0C0S5; Q71UI9",0.642860320775639
"1062","Q9BXR0",0.644590669293127
"1063","P25789",0.644979220147895
"1064","Q15392",0.645407299159808
"1065","Q9Y4D7",0.64924321586336
"1066","Q96QD8",0.64924321586336
"1067","P19652",0.649642379049372
"1068","O95342",0.651360347932127
"1069","P12268",0.652691996921733
"1070","Q29983",0.65694099331827
"1071","P11166",0.657715498575452
"1072","P06744",0.661477892026156
"1073","P04920",0.663216771273217
"1074","Q9Y3U8",0.663216771273217
"1075","O95163",0.666955598435031
"1076","Q9Y224",0.667645844867106
"1077","P13489",0.669449492246314
"1078","Q9NWB6",0.672045399421421
"1079","P48067",0.67246527613324
"1080","P15848",0.673089080343837
"1081","O75521",0.675411346592548
"1082","Q8TCT7",0.675936000662809
"1083","P15260",0.676750961352385
"1084","Q9BRX8",0.678794916231389
"1085","Q9Y5M8",0.678794916231389
"1086","O60488",0.678794916231389
"1087","O95477",0.68004783065788
"1088","P19256",0.68004783065788
"1089","P60981",0.682215616572824
"1090","Q9BU76",0.682215616572824
"1091","Q9UHC9",0.684739674090832
"1092","P56192",0.684739674090832
"1093","P51797",0.684739674090832
"1094","Q9H8J5",0.684739674090832
"1095","Q9H501",0.684831590313644
"1096","P01011",0.685922297085036
"1097","P06753",0.686055959198168
"1098","Q15061",0.687293007254018
"1099","Q9BRA2",0.687293007254018
"1100","P18433",0.687293007254018
"1101","O75462",0.687609994328204
"1102","Q14980",0.687647661022821
"1103","P07737",0.68828683131184
"1104","Q6EMK4",0.690515382704066
"1105","P19438",0.692698824263159
"1106","P52926",0.692698824263159
"1107","O95816",0.692698824263159
"1108","Q99650",0.692698824263159
"1109","P15121",0.692698824263159
"1110","Q96HS1",0.692698824263159
"1111","P62750",0.697464092304294
"1112","P42685",0.69841207511402
"1113","Q08426",0.704996951018644
"1114","P02760",0.704996951018644
"1115","P29401",0.707054300074239
"1116","Q9Y383",0.70856896063766
"1117","Q8WUM9",0.70856896063766
"1118","P68032; P68133",0.709766325555218
"1119","P62805",0.714185002011673
"1120","P25786",0.715431079095255
"1121","P63104",0.715431079095255
"1122","P45880",0.715431079095255
"1123","P28288",0.715544495799902
"1124","Q9UN76",0.715544495799902
"1125","P54819",0.715544495799902
"1126","Q9UKD2",0.715544495799902
"1127","Q9P0T7",0.718264190079525
"1128","Q99733",0.718264190079525
"1129","Q9Y666",0.718264190079525
"1130","O43747",0.718264190079525
"1131","P48047",0.720085899861104
"1132","P52292",0.722864776767449
"1133","Q01650",0.725193489994883
"1134","P37108",0.7253442877619
"1135","P61586",0.727143645452303
"1136","Q99961",0.731324160743305
"1137","Q15363",0.731497520154537
"1138","P08670",0.733052411384833
"1139","Q9BQ39",0.734965237823732
"1140","Q9NV96",0.739789885644269
"1141","Q13595",0.742302029517997
"1142","P49419",0.742385825410326
"1143","Q8WXS4",0.742385825410326
"1144","Q8WWT9",0.742385825410326
"1145","O95716; P61006",0.742385825410326
"1146","Q03426",0.742385825410326
"1147","Q9Y3F4",0.742385825410326
"1148","P60174",0.742385825410326
"1149","P31946",0.742385825410326
"1150","Q9Y617",0.745028120453827
"1151","Q9H0H5",0.745028120453827
"1152","P17174",0.745028120453827
"1153","Q9Y625",0.747240223988777
"1154","P33176",0.755085843997661
"1155","Q12830",0.758405633692462
"1156","Q5VW38",0.758405633692462
"1157","P14868",0.758706742171867
"1158","Q658P3",0.760461433798221
"1159","P15144",0.761059758095808
"1160","Q9Y262",0.762589691285441
"1161","P60660",0.762589691285441
"1162","P49189",0.762589691285441
"1163","Q9ULQ1",0.762589691285441
"1164","Q9UI30",0.763018967346901
"1165","P00505",0.763018967346901
"1166","Q86VM9",0.765506141540133
"1167","Q13530",0.766038214172664
"1168","P22307",0.766650390292598
"1169","P41440",0.768648114785179
"1170","P50990",0.768648114785179
"1171","Q9Y653",0.774329496673784
"1172","O75643",0.776637395969749
"1173","P17096",0.777826710518106
"1174","P18669",0.777826710518106
"1175","P51659",0.777826710518106
"1176","Q9GZU1",0.777826710518106
"1177","P61513",0.778652672868915
"1178","Q9UJ14",0.780899760424476
"1179","P17987",0.780899760424476
"1180","Q9ULX3",0.785341002777786
"1181","O15440",0.789139637874275
"1182","P15531",0.789139637874275
"1183","P14324",0.789139637874275
"1184","O95571",0.791002240844302
"1185","Q12907",0.791578009232425
"1186","Q9GZZ1",0.792016318659082
"1187","Q9BUF7",0.792524986280595
"1188","P30050",0.792524986280595
"1189","Q9H6Y7",0.798160882571528
"1190","P27797",0.798752613538444
"1191","P00403",0.798752613538444
"1192","Q9UKV3",0.799453629889575
"1193","Q16658",0.799453629889575
"1194","O60503",0.799453629889575
"1195","Q9Y624",0.800221172695982
"1196","P08069",0.801789357053609
"1197","P42702",0.802480097712265
"1198","Q8IYB3",0.803300759690075
"1199","P13861",0.807895360271056
"1200","P07384",0.808837494905417
"1201","Q9NUN5",0.812937702325739
"1202","Q08257",0.812937702325739
"1203","P21860",0.812937702325739
"1204","Q9Y6M7",0.813282913455571
"1205","Q9HD45",0.813282913455571
"1206","P55060",0.813282913455571
"1207","P00338",0.815637585209717
"1208","P48960",0.815637585209717
"1209","P31641",0.815637585209717
"1210","P07148",0.817609188427201
"1211","Q92887",0.817638545892319
"1212","A1A5C7",0.818773497018612
"1213","Q86VP6",0.818773497018612
"1214","P11142",0.818773497018612
"1215","P60953",0.820163914844989
"1216","P28332",0.820369628863862
"1217","Q6ZRP7",0.820676939148576
"1218","Q2TAY7",0.835295455995042
"1219","Q96QK1",0.835386312342832
"1220","P46459",0.835457731705642
"1221","Q9Y4L1",0.835457731705642
"1222","P11388",0.835457731705642
"1223","Q8NCI6",0.839423286158967
"1224","Q92820",0.840254740694016
"1225","Q99624",0.842420046089887
"1226","O43707",0.846464222497227
"1227","P68431; P84243; Q16695; Q71DI3",0.850849479659082
"1228","P53602",0.850849479659082
"1229","Q9NP81",0.850849479659082
"1230","P22607",0.853105043617515
"1231","Q9H845",0.853105043617515
"1232","Q9P2C4",0.853197774428409
"1233","P49756",0.853293100356721
"1234","Q9ULF5",0.853293100356721
"1235","P62906",0.853293100356721
"1236","P28074",0.853293100356721
"1237","Q14376",0.853293100356721
"1238","O15143",0.861603325116516
"1239","O75503",0.861603325116516
"1240","P35998",0.862166213189021
"1241","Q12913",0.862166213189021
"1242","P43487",0.862166213189021
"1243","Q9NS93",0.86352163232872
"1244","Q13263",0.873901475745437
"1245","Q9Y265",0.873901475745437
"1246","O95747",0.873901475745437
"1247","O75369",0.873901475745437
"1248","P14735",0.87450077243744
"1249","O00462",0.87450077243744
"1250","P48509",0.875557089251363
"1251","P17813",0.875758761696985
"1252","Q12866",0.877904616710373
"1253","O15439",0.87934004091999
"1254","O60716",0.87934004091999
"1255","O94886",0.87934004091999
"1256","P11216",0.87934004091999
"1257","Q99829",0.87934004091999
"1258","P0DP25",0.87934004091999
"1259","P62829",0.87934004091999
"1260","P62826",0.87934004091999
"1261","Q9NYV4",0.87934004091999
"1262","Q8N6C5",0.87934004091999
"1263","O14495",0.87934004091999
"1264","P62258",0.880193884244318
"1265","P25815",0.880193884244318
"1266","P22102",0.886647192836123
"1267","O94906",0.886647192836123
"1268","Q13247",0.886647192836123
"1269","Q9NRX5",0.887328049140269
"1270","Q8IUW5",0.887328049140269
"1271","P55011",0.887328049140269
"1272","Q96MU7",0.887328049140269
"1273","P30040",0.888058370375482
"1274","P26583",0.889106701473291
"1275","Q15436",0.891225913001795
"1276","Q9HAV7",0.891401173723273
"1277","P04844",0.892383847743091
"1278","Q9BZD2",0.895151983856911
"1279","P04792",0.898043372131152
"1280","P31645",0.898663419711856
"1281","P50895",0.898663419711856
"1282","O00303",0.898663419711856
"1283","P55072",0.899165262213851
"1284","Q96I99",0.899165262213851
"1285","Q15149",0.899165262213851
"1286","Q9NY64",0.901364412511883
"1287","P18084",0.903998371645153
"1288","Q03167",0.907557191380852
"1289","Q0VDF9",0.907557191380852
"1290","Q9NTX5",0.907763396236265
"1291","P25205",0.907889147151326
"1292","P49908",0.909191172620998
"1293","P13693",0.917149466560743
"1294","Q9UK23",0.918811654524827
"1295","P36871",0.920452207180533
"1296","P16444",0.920452207180533
"1297","E9PAV3; Q13765",0.920452207180533
"1298","Q9NW97",0.920452207180533
"1299","Q01469",0.925744762094972
"1300","Q13347",0.9270896299035
"1301","Q7L0J3",0.927176305830223
"1302","P13797",0.928362624147486
"1303","P67775",0.9311261715231
"1304","P11168",0.93459571342641
"1305","P28799",0.936413079968697
"1306","O75387",0.940431418455705
"1307","P35232",0.944358265710687
"1308","P15311",0.944668831541756
"1309","P23528",0.94681092673496
"1310","P49773",0.947328393929223
"1311","Q9H2B4",0.947441693787094
"1312","P55082",0.948823567162266
"1313","P08183",0.948860936026727
"1314","P06213",0.950207513024464
"1315","P14923",0.951020300432749
"1316","P04406",0.951574453117139
"1317","Q99497",0.951574453117139
"1318","P47756",0.952360156142578
"1319","Q2LD37",0.954443281450908
"1320","Q9GZM5",0.954443281450908
"1321","Q8TEB7",0.954443281450908
"1322","O60512",0.955653256725536
"1323","Q9Y4D2",0.955653256725536
"1324","Q8NBS3",0.957064030642282
"1325","P78552",0.959775274330393
"1326","P32119",0.960177800334855
"1327","Q13243",0.960177800334855
"1328","P30414",0.960177800334855
"1329","Q8N983",0.960177800334855
"1330","O43852",0.960177800334855
"1331","Q16643",0.960552286418678
"1332","Q9BXP2",0.960552286418678
"1333","Q99623",0.960552286418678
"1334","P30085",0.960552286418678
"1335","P08962",0.960552286418678
"1336","P01130",0.960552286418678
"1337","Q02318",0.960552286418678
"1338","O15144",0.962517561537164
"1339","P06733",0.962517561537164
"1340","P06703",0.962517561537164
"1341","P01009",0.964479892124676
"1342","P07305",0.96795090820559
"1343","Q02790",0.968933792504682
"1344","Q9Y5Y0",0.970999843915013
"1345","P46779",0.971306240601978
"1346","P33527",0.9719980758021
"1347","P78357",0.9719980758021
"1348","Q92536",0.9719980758021
"1349","Q99571",0.9719980758021
"1350","O60814; P57053; P58876; P62807; Q5QNW6; Q93079; Q99877; Q99879; Q99880",0.9719980758021
"1351","P14778",0.9719980758021
"1352","P25445",0.9719980758021
"1353","P27348",0.9719980758021
"1354","P14174",0.9719980758021
"1355","O75844",0.973210755324242
"1356","Q13162",0.975876209874532
"1357","Q5SSJ5",0.976673038956919
"1358","O15131; O60684",0.976777309998422
"1359","P07858",0.976777309998422
"1360","Q8NFC6",0.976777309998422
"1361","O94776",0.9784763063352
"1362","P16422",0.978589094191597
"1363","P51648",0.98076560581831
"1364","P37837",0.983039670457602
"1365","Q9BYE9",0.983039670457602
"1366","Q9NPH3",0.983039670457602
"1367","Q12904",0.983039670457602
"1368","Q8WUX1",0.986796597110126
"1369","P09382",0.989017406382319
"1370","Q9BV38",0.991768681916379
"1371","P49915",0.991768681916379
"1372","O75976",0.991768681916379
"1373","Q9NR19",0.993074621366223
"1374","P04233",0.993074621366223
"1375","P22413",0.993074621366223
"1376","P55209",0.993074621366223
"1377","P23470",0.993074621366223
"1378","Q9UHD1",0.994237824664481
"1379","P11169",0.994237824664481
"1380","P40926",0.994240763402168
